Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	RPI12_S5	RPI44_S20	RPI30_S11	RPI47_S22	RPI8_S3	RPI10_S4	RPI45_S21	RPI5_S2	RPI1_S1	RPI25_S7	RPI27_S9	RPI29_S10	RPI32_S13	RPI38_S15	RPI36_S14	RPI43_S19	RPI26_S8	RPI42_S18	RPI31_S12	RPI39_S16	RPI40_S17	RPI16_S6
10	70783424	70788310	-	Ccl9	protein_coding	Ccl9	ensembl_havana	67.7872	81.8779	214.811	99.9362	181.48	93.4724	72.7882	163.146	192.737	94.2931	91.647	159.059	83.5033	173.609	173.343	165.65	73.8756	93.2597	95.4519	144.452	216.574	145.265
14	86813082	86859407	+	Ccm2	protein_coding	Ccm2	ensembl	150.527	154.216	127.513	135.557	169.597	148.075	148.306	136.832	156.496	142.562	121.241	133.944	144.489	132.071	158.898	137.557	148.777	148.565	177.268	144.452	178.412	156.354
3	148541909	148556745	+	Ccm2l	protein_coding	Ccm2l	ensembl	250.214	271.866	219.715	225.599	233.331	223.964	201.077	216.826	228.978	212.159	212.888	178.592	188.586	221.538	225.965	232.491	225.731	227.727	201.618	255.198	228.977	215.125
2	251529354	251532313	-	Ccn1	protein_coding	Ccn1	ensembl	769.584	560.426	447.277	806.416	1059.71	1533.5	624.158	433.652	482.666	873.333	368.497	369.277	771.233	642.248	614.956	438.827	665.907	653.902	514.272	1369.88	665.943	684.187
1	21851660	21854774	-	Ccn2	protein_coding	Ccn2	ensembl	2400.49	2101	1759.68	2950.57	1728.38	2615.37	2306.47	1907.21	2059.98	1948.72	1935.12	1765.46	3452.71	1823.43	2427.81	2025.58	2737.49	2795.67	2435.96	2594.08	1617.15	2556
7	94375020	94383025	+	Ccn3	protein_coding	Ccn3	ensembl	433.639	518.295	497.302	566.965	542.279	501.604	416.712	479.964	644.928	600.557	387.591	463.224	442.849	434.556	468.439	455.295	594.083	549.799	528.882	530.86	446.506	574.407
7	107695215	107723773	+	Ccn4	protein_coding	Ccn4	ensembl_havana	0	1.58986	1.96174	0	1.08024	0.925469	3.63941	1.05255	0.823663	0	0.954657	1.86034	3.75296	1.06509	1.0318	0	4.1042	0	0	1.20376	0.954072	4.43557
3	160207913	160219332	+	Ccn5	protein_coding	Ccn5	ensembl	492.454	662.177	754.29	1009.26	645.981	609.884	545.001	582.062	778.361	706.725	769.13	633.444	803.133	596.449	699.564	795.314	840.335	951.032	599.01	2043.99	830.043	681.969
20	44237491	44255065	-	Ccn6	protein_coding	Ccn6	ensembl	2.11706	1.67048	1.42E-17	2.3054	3.78378	6.65E-20	3.51043	1.00E-15	6.40E-15	1.47E-15	6.67E-21	5.46E-15	4.46E-08	1.43E-18	2.20E-07	5.29E-15	4.75E-17	1.97232	8.56E-16	1.24E-11	2.16E-21	7.12E-19
2	144458153	144467913	-	Ccna1	protein_coding	Ccna1	ensembl	152.521	171.705	155.958	220.651	165.276	102.727	131.019	115.781	182.029	166.135	123.151	189.754	176.389	120.355	100.085	126.902	181.611	124.708	124.672	162.508	218.483	143.047
2	123275881	123282215	-	Ccna2	protein_coding	Ccna2	ensembl	18.9405	17.4885	33.3496	17.8104	60.4932	47.1989	25.4759	39.997	29.6519	34.7986	33.413	37.2067	37.5296	17.0414	33.0178	24.2178	24.6252	21.6883	32.142	15.6489	33.3925	19.9601
2	30783915	30791222	-	Ccnb1	protein_coding	Ccnb1	ensembl	26.9155	43.7212	34.3305	33.6419	63.7339	27.7641	20.9266	54.7328	36.2412	33.6761	31.5037	46.5084	47.8502	27.6923	22.6997	36.8111	52.3286	23.8571	37.986	37.3167	38.1629	36.5935
15	27720223	27733786	-	Ccnb1ip1	protein_coding	Ccnb1ip1	ensembl	9.96871	11.924	9.80871	8.90521	2.16047	5.55282	12.7379	5.26277	4.94198	5.61268	3.81863	7.44135	5.62943	7.45561	7.22263	5.81228	6.1563	8.67532	1.948	10.8339	1.90814	11.0889
X	16337102	16402203	+	Ccnb3	protein_coding	Ccnb3	ensembl	0	3.17972	0.980871	0.989467	0	0	0	0	0	0	0	0	0	0	0	0.968714	2.0521	0	0	0	1.90814	0
5	35865605	35883707	+	Ccnc	protein_coding	Ccnc	ensembl	1006.84	838.652	1217.26	1062.69	796.134	1018.02	1089.09	1249.38	1207.49	1185.4	1066.35	1117.13	1104.31	1093.84	1154.59	1149.86	1155.33	1610.36	980.817	1507.11	1337.61	1032.38
1	218090750	218100326	-	Ccnd1	protein_coding	Ccnd1	ensembl	4082.25	4658.92	4095.13	4274.45	4188.14	5156.73	5126.14	4572.33	4560.68	4891.8	4419.1	4001.41	4896.68	4219.83	4493.44	4882.31	4836.68	4590.38	5398.01	4227.54	4645.44	4336.85
4	159674885	159697208	-	Ccnd2	protein_coding	Ccnd2	ensembl	593.138	519.09	708.189	511.555	352.157	701.506	840.703	563.116	611.158	488.303	767.544	665.07	710.247	622.011	639.719	513.418	771.59	697.279	857.119	528.452	612.514	786.205
9	15404822	15410944	-	Ccnd3	protein_coding	Ccnd3	ensembl	676.875	658.203	575.771	624.354	687.03	563.611	644.175	450.493	635.868	517.489	652.985	511.592	633.311	583.668	612.892	564.76	634.099	544.376	692.514	635.587	631.596	613.218
3	112950890	112961615	+	Ccndbp1	protein_coding	Ccndbp1	ensembl	171.462	224.171	188.327	244.398	180.399	181.392	247.48	147.357	172.146	195.321	222.435	208.358	193.277	189.586	206.361	195.68	173.402	223.39	218.176	247.975	204.171	149.701
1	94485832	94494981	-	Ccne1	protein_coding	Ccne1	ensembl	9.96871	14.3088	8.82784	2.9684	21.6047	8.32922	6.36896	6.31532	2.47099	6.73522	3.81863	7.44134	12.1971	3.19526	5.15902	9.68714	6.1563	3.25325	13.636	7.22258	13.357	5.54447
5	24434872	24446407	+	Ccne2	protein_coding	Ccne2	ensembl	136.094	160.152	245.433	189.218	199.354	188.898	174.633	236.462	186.389	251.537	151.531	181.477	214.44	211.708	166.779	205.662	176.838	277.72	209.86	297.111	176.71	123.637
10	13594687	13619936	-	Ccnf	protein_coding	Ccnf	ensembl	83.7371	96.1866	72.5845	83.1152	87.4991	78.6649	74.6079	84.2043	73.2933	114.499	81.1458	152.548	115.403	63.9052	82.5444	76.5225	65.6672	96.513	115.906	50.5581	79.188	72.078
10	25903911	25910326	-	Ccng1	protein_coding	Ccng1	ensembl	2201.09	2132	2282.48	2556.78	1891.51	2080.46	2554.87	2171.42	2241.19	2187.84	2586.16	2208.2	2396.27	2502.93	2273.07	2434.38	2440.99	2250.16	2425.25	2348.54	2389.96	2348.64
14	16267573	16276069	-	Ccng2	protein_coding	Ccng2	ensembl	969.955	915.76	772.926	879.636	781.011	869.941	1032.68	738.893	938.976	880.069	995.707	878.079	740.271	820.117	754.249	903.81	865.986	1063.81	992.505	1167.65	832.905	656.465
2	13593100	13613911	+	Ccnh	protein_coding	Ccnh	ensembl	153.518	147.857	217.753	155.346	119.906	186.019	151.945	256.823	195.208	193.076	189.977	155.338	173.574	201.301	222.87	169.525	174.429	202.786	129.542	175.75	178.412	189.621
14	16341536	16364327	+	Ccni	protein_coding	Ccni	ensembl	7616.09	8871.43	9757.7	9642.36	7832.79	9463.85	9373.3	9627.71	8501.85	11510.5	8089.76	8699.86	9112.18	9631.58	9288.31	10292.6	9262.16	11952.4	9469.22	10884.4	9658.07	8906.63
1	260093641	260111255	+	Ccnj	protein_coding	Ccnj	ensembl	4.24259	11.8745	4.2951	3.04936	4.71814	15.878	3.85192	4.92643	23.5165	4.77742	3.84966	14.5669	14.3278	4.42584	15.8908	15.2879	15.8481	28.999	15.9593	3.26748	4.17775	4.49639
10	29123273	29182569	+	Ccnjl	protein_coding	Ccnjl	ensembl	135.574	132.753	121.628	103.894	132.869	157.33	124.65	110.518	155.672	102.151	144.153	111.62	113.527	87.3372	94.926	97.8401	165.194	83.5	161.684	110.746	104.948	124.196
6	132090218	132113558	+	Ccnk	protein_coding	Ccnk	ensembl	174.452	216.221	192.251	224.609	213.887	216.56	196.528	226.299	232.273	316.555	166.11	198.126	201.722	218.343	222.87	199.555	245.226	253.753	222.072	280.477	202.263	206.254
2	44857213	44860316	+	Ccno	protein_coding	Ccno	ensembl	92.709	158.191	147.131	270.125	136.11	70.3357	191.979	71.5736	119.431	143.685	138.425	253.936	210.166	180	143.421	140.464	147.751	225.558	172.398	347.888	416.93	110.889
10	66019520	66020683	-	Ccnq	protein_coding	Ccnq	ensembl	16.9468	22.2581	15.6939	14.842	22.685	15.733	14.5576	15.7883	20.5916	25.8183	16.2292	14.8827	11.2589	9.58579	11.3499	24.2178	22.5731	18.4351	11.688	16.8527	21.9437	21.069
7	140219551	140245724	-	Ccnt1	protein_coding	Ccnt1	ensembl	52.7357	38.9156	57.6667	45.4681	9.91271	99.3259	17.8483	83.6226	73.1529	57.8562	54.3134	70.0916	81.2046	94.8552	35.8836	39.0464	81.7321	67.7933	37.4151	29.4887	44.3115	49.7347
13	44475970	44515740	+	Ccnt2	protein_coding	Ccnt2	ensembl	2561.95	2103.38	2820.01	1964.09	2310.62	3021.64	2157.27	3003.99	2997.3	2944.42	2243.45	2576.57	2486.34	2758.58	2461.88	2651.37	2519.98	1885.8	2219.74	1704.53	2305.04	2367.49
17	62332537	62462645	-	Ccny	protein_coding	Ccny	ensembl	877.246	837.062	968.12	1043.89	870.67	954.159	1039.96	1035.71	855.786	905.887	932.7	899.473	995.472	1067.22	990.533	1009.4	954.227	1336	899.975	1308.49	877.747	982.479
9	71398710	71434494	+	Ccnyl1	protein_coding	Ccnyl1	ensembl	746.656	860.91	861.205	961.762	667.586	1018.94	847.072	868.357	918.384	874.456	756.088	788.783	874.439	892.543	900.766	938.684	874.195	1106.1	786.018	1192.93	847.216	847.194
1	188420461	188444992	+	Ccp110	protein_coding	Ccp110	ensembl	432.642	348.975	565.963	464.06	574.686	430.343	393.966	481.017	598.803	512.999	369.452	506.942	436.281	451.597	409.627	386.517	592.031	414.247	384.73	338.258	488.485	502.329
8	79660657	79692040	+	Ccpg1	protein_coding	Ccpg1	ensembl	1287	1351.03	1283.61	1405.8	1305.42	1238.97	1392.56	1248.03	1261.6	1554.89	1248.87	1295.18	1208.68	1296.37	1443.24	1359.9	1239.25	1495.66	1320.46	1581.03	1421.68	1294.05
8	79655973	79660440	-	Ccpg1os	protein_coding	Ccpg1os	ensembl	25.9186	27.8226	27.4644	50.4628	31.3268	20.3603	18.197	33.6817	37.0648	30.3085	25.7757	33.4861	27.2089	42.6035	18.5725	27.124	20.521	36.8701	14.61	18.0565	28.6222	32.1579
8	132996649	133002202	-	Ccr1	protein_coding	Ccr1	ensembl	477.501	456.29	491.416	504.628	423.453	499.753	604.142	654.688	519.731	490.548	503.104	468.805	536.673	517.632	537.57	500.825	494.556	307.974	466.546	575.399	465.587	572.189
10	89086556	89088994	-	Ccr10	protein_coding	Ccr10	ensembl	3.98748	5.56452	2.94261	4.94734	1.08024	4.62735	1.8197	2.10511	2.47099	2.24507	2.86397	3.72067	0.938239	1.06509	1.0318	1.93743	3.07815	2.16883	2.922	3.61129	1.90814	4.43557
8	133127220	133128291	-	Ccr1l1	protein_coding	Ccr1l1	ensembl	0	0.794931	0	1.97893	0	0	0.909852	0	0	0	0.954657	0	0	0	0	4.84357	0	2.16883	1.948	0	0	0
8	133029625	133040998	+	Ccr3	protein_coding	Ccr3	ensembl	0.996871	5.56452	13.7322	18.7999	19.4443	7.40375	13.6478	6.31532	5.76564	17.9606	10.5012	9.30168	4.6912	10.6509	5.15902	11.6246	11.2866	11.9286	3.896	33.7054	10.4948	17.7423
8	122530624	122532071	-	Ccr4	protein_coding	Ccr4	ensembl	5.98122	2.38479	11.7705	2.9684	20.5245	7.40375	7.27882	8.42043	9.06029	6.73522	9.54657	5.58101	4.6912	5.32544	5.15902	13.562	9.23445	6.50649	2.922	14.4452	6.67851	9.98004
8	133197032	133215615	+	Ccr5	protein_coding	Ccr5	ensembl_havana	116.248	131.037	184.126	135.335	168.343	139.273	119.191	210.15	250.073	139.195	168.974	133.944	152.933	155.503	158.713	158.733	192.716	164.831	116.678	174.546	154.56	244.626
1	53065025	53087475	-	Ccr6	protein_coding	Ccr6	ensembl	5.98122	42.1313	39.2348	20.7788	43.2094	31.466	20.9266	32.6292	37.8885	16.838	28.6397	26.9749	15.0118	14.9112	10.318	23.2491	41.042	20.6039	29.22	27.6866	38.1629	24.3956
10	87057136	87067457	-	Ccr7	protein_coding	Ccr7	ensembl	17.9437	34.977	30.407	44.526	57.2525	36.0933	40.9433	37.8919	48.5961	31.431	46.7782	29.7654	30.0237	24.497	53.6539	38.7486	30.7815	70.487	37.986	46.9468	41.0251	53.2269
8	128781395	128782457	+	Ccr8	protein_coding	Ccr8	ensembl	0	0	0.980871	0	1.08024	0.925469	0	0	1.64733	0	0	1.86034	0	0	2.06361	0	0	0	0	0	1.90814	1.10889
8	132828091	132842131	+	Ccr9	protein_coding	Ccr9	ensembl	2.99061	10.3341	15.6939	7.91574	7.56165	12.9566	14.5576	17.8934	16.4733	13.4704	12.4105	11.162	6.56767	8.5207	6.19083	11.6246	9.23445	13.013	10.714	20.464	2.86222	17.7423
8	119324613	119326939	-	Ccrl2	protein_coding	Ccrl2	ensembl	324.98	541.348	464.933	754.963	424.533	355.38	543.182	404.181	304.755	517.489	293.08	328.349	466.305	466.508	456.058	582.197	289.346	797.045	470.442	1060.52	626.826	328.232
1	220075247	220096405	-	Ccs	protein_coding	Ccs	ensembl	31.8999	57.235	21.5792	36.6103	31.3268	30.5405	32.7547	27.3664	28.0045	28.0634	22.9118	39.0671	29.0854	31.9526	31.986	29.0614	37.9639	53.1364	35.064	54.1694	26.714	32.1579
19	56617399	56633634	-	Ccsap	protein_coding	Ccsap	ensembl	6.97809	6.35945	7.84697	3.95787	6.48142	6.47828	7.27882	5.26277	6.5893	6.73522	2.86397	9.30168	14.0736	7.45561	1.0318	3.87486	8.2084	2.16883	3.896	4.81506	9.54072	7.76225
4	91373942	91972326	+	Ccser1	protein_coding	Ccser1	ensembl	26.9155	29.4124	29.4261	30.6735	25.9257	36.0933	28.2054	30.5241	37.0648	43.7789	31.5037	36.2766	30.9619	33.0177	44.3676	31.9676	37.9639	22.7727	30.194	24.0753	25.76	38.8113
16	14095058	14210450	-	Ccser2	protein_coding	Ccser2	ensembl	461.551	348.18	481.608	356.208	241.973	504.381	523.165	546.275	429.952	447.892	458.235	415.785	433.466	489.94	429.231	352.612	505.843	358.941	461.676	349.092	330.109	561.1
7	60109974	60122806	-	Cct2	protein_coding	Cct2	ensembl	2688.56	3046.97	2793.52	3026.78	3436.23	2907.82	3000.69	2814.53	2902.59	2912.98	2897.38	2751.44	3083.05	2861.89	2928.26	2754.05	3084.31	3251.08	2824.6	3410.26	3201.87	2781.1
2	187668796	187693611	+	Cct3	protein_coding	Cct3	ensembl_havana	1039.73	1042.15	820.989	1012.23	1114.81	1005.06	1104.56	777.836	892.026	798.123	1077.81	993.42	1015.18	828.638	902.828	830.189	1031.18	1025.86	1210.68	1202.56	1069.51	952.539
14	107767392	107780271	+	Cct4	protein_coding	Cct4	ensembl	1360.73	1461.08	1348.7	1649.44	1539.34	1316.02	1424.83	1269.38	1458.71	1384.09	1238.19	1233.4	1363.26	1255.74	1269.12	1335.86	1407.74	1566.98	1315.87	1857.41	1401.53	1290.75
2	84667633	84678791	-	Cct5	protein_coding	Cct5	ensembl	594.135	630.38	457.086	442.292	652.463	504.381	595.043	428.389	521.379	456.872	547.018	591.587	631.435	451.597	520.03	461.108	545.859	458.708	634.074	523.637	589.617	538.922
12	30491416	30501861	-	Cct6a	protein_coding	Cct6a	ensembl_havana	338.356	324.367	278.171	321.388	346.306	345.867	295.409	248.458	308.223	276.6	300.823	313.662	323.928	290.534	288.678	242.878	288.343	241.581	324.166	266.937	270.544	304.018
10	70069491	70118195	-	Cct6b	protein_coding	Cct6b	ensembl_havana	21.9312	33.3871	19.6174	11.8736	18.364	25.9131	19.1069	25.2613	16.4733	23.5733	16.2292	33.4861	22.5177	20.2367	25.7951	22.2804	24.6252	41.2078	21.428	20.464	16.2192	18.8512
4	117235023	117252266	+	Cct7	protein_coding	Cct7	ensembl	743.761	691.382	554.968	733.772	691.356	528.27	714.72	468.607	561.486	474.833	677.082	636.178	637.895	553.743	659.655	484.045	635.989	795.65	778.77	762.828	665.257	581.831
11	27130172	27141882	-	Cct8	protein_coding	Cct8	ensembl	3025.19	2947.86	2716	3550.83	3047.44	2595.03	3187.67	2624.56	2813.35	3211.12	2967.55	2719.88	3647.5	2813.13	2931.05	2925.14	3258.89	4353.37	3128	5837.74	3436.8	2548.46
4	6044792	6062642	-	Cct8l1	protein_coding	Cct8l1	ensembl	9.96871	11.129	3.92348	4.94734	9.72212	12.0311	14.5576	3.15766	10.7076	8.98029	8.59191	12.0922	10.3206	9.58579	13.4135	6.781	3.07815	3.25325	5.844	1.20376	2.86222	12.1978
12	12638864	12662372	+	Ccz1b	protein_coding	Ccz1b	ensembl_havana	724.662	835.374	981.651	954.562	862.005	862.302	783.293	968.085	921.635	928.253	762.651	772.705	832.139	889.128	864.523	840.781	833.99	962.893	733.342	1042.43	913.961	766.11
2	203376593	203413126	-	Cd101	protein_coding	Cd101	ensembl	266.165	249.609	176.557	203.83	164.196	191.572	206.537	188.407	189.442	149.298	248.211	183.243	197.968	204.497	196.043	178.243	143.647	161.578	172.398	138.433	143.111	195.165
8	85951191	86065410	+	Cd109	protein_coding	Cd109	ensembl	23.9249	99.3664	28.4453	24.7367	98.3015	99.9507	90.0753	33.6817	79.8953	98.7832	32.4583	121.852	194.215	19.1716	67.0673	102.684	30.7815	76.9935	25.324	134.822	14.3111	84.2759
18	29560365	29562154	-	Cd14	protein_coding	Cd14	ensembl	128.596	136.728	141.245	182.062	235.491	107.354	154.675	131.569	168.027	173.993	129.833	177.662	150.118	183.195	156.834	111.402	168.272	163.747	176.294	148.063	204.171	165.225
1	214446659	214450667	+	Cd151	protein_coding	Cd151	ensembl	1213.89	1746.68	1527.15	1889.89	1607.09	1459.54	1319.32	1590.34	1227.43	1658.8	1292.6	1072.79	1364.62	1613.74	1455.25	1643.87	1556.12	1618.79	1011.76	1914.93	1393.53	1053.49
2	198935133	198942733	-	Cd160	protein_coding	Cd160	ensembl	0	0.794931	4.90436	0.989467	0	3.70188	1.8197	2.10511	0.823663	3.36761	0.954657	1.86034	0.938239	0	0	0	1.02605	1.08442	0.973999	1.20376	0	1.10889
4	156752082	156785468	+	Cd163	protein_coding	Cd163	ensembl	168.471	92.2119	89.2592	135.557	60.4932	156.404	172.872	139.962	100.487	99.9058	132.697	86.5057	144.489	160.828	152.707	107.527	95.4227	118.201	162.658	148.063	107.81	169.66
20	46250363	46261995	+	Cd164	protein_coding	Cd164	ensembl_havana	3554.86	3973	4864.13	4601	4407.45	5171.7	3780.47	5961.65	5204.97	5415.15	3765.12	4184.84	4359.22	4849.49	4116.95	5417.31	4749.47	5117.38	4210.53	5093.1	4165.37	4343.47
5	151413382	151417691	+	Cd164l2	protein_coding	Cd164l2	ensembl	25.9186	48.4908	29.4261	69.2627	42.1292	25.9131	33.6645	28.4189	23.0626	28.0634	47.7328	32.5559	26.2707	35.1479	38.1768	36.8111	32.8336	37.9545	38.96	36.1129	26.714	44.3557
1	82964683	82987254	-	Cd177	protein_coding	Cd177	ensembl	218.636	270.945	452.49	208.589	634.84	154.572	174.917	314.36	384.678	484.071	210.957	347.416	173.188	227.499	239.857	75.4866	470.327	308.557	162.383	412.275	1036.63	182.168
2	32820322	32833126	+	Cd180	protein_coding	Cd180	ensembl	91.7121	175.68	215.792	185.03	202.004	175.839	142.847	215.773	194.384	165.013	206.206	136.735	152.933	140.592	157.866	156.932	177.507	212.545	108.114	232.326	169.825	208.472
1	197815413	197821937	-	Cd19	protein_coding	Cd19	ensembl	145.543	493.652	356.056	398.755	515.273	357.231	286.603	438.915	422.539	481.568	359.906	193.475	303.051	346.153	331.209	471.764	525.338	501	237.656	847.45	430.287	297.183
2	186330298	186333806	-	Cd1d1	protein_coding	Cd1d1	ensembl	275.136	248.018	364.884	240.441	364.04	337.796	232.922	270.506	380.532	344.619	331.266	222.31	286.163	267.337	313.669	364.236	268.825	266.766	269.798	282.885	297.671	270.57
2	203666637	203680084	-	Cd2	protein_coding	Cd2	ensembl	20.9343	23.053	31.3879	29.684	28.0861	19.4349	30.0251	27.3664	29.6519	17.9606	21.0024	16.743	28.1472	23.4319	30.9541	27.124	24.6252	30.3636	26.298	50.5581	35.3007	38.8113
11	60371684	60403197	+	Cd200	protein_coding	Cd200	ensembl_havana	4443.04	2906.26	3828.32	5261	3564.79	3013.31	3223.6	3351.34	3031.07	3604.47	3488.3	3738.34	3704.16	3652.17	3514.33	3799.3	2882.18	3372.53	4289.51	4698.29	5131.95	3149.26
11	60848131	60882380	-	Cd200r1	protein_coding	Cd200r1	ensembl	27.5678	32.2003	32.3687	30.5339	28.0861	34.2424	26.3857	39.1655	49.1159	28.0634	30.549	15.8129	15.9501	27.6923	22.6997	31.5429	28.7294	26.026	19.48	44.5393	17.1733	27.7223
11	60804311	60819250	-	Cd200r1l	protein_coding	Cd200r1l	ensembl	4.33208	9.93101	3.92348	13.0027	6.48142	15.733	11.8281	8.19937	8.54049	8.98029	7.63725	12.0922	17.8265	4.26035	9.28624	5.26818	7.18235	3.25325	6.818	3.61129	8.58665	6.65336
4	115348491	115354796	-	Cd207	protein_coding	Cd207	ensembl	0	1.58986	0.980871	0	0	0.925469	0.909852	0	1.64733	0	0	0.930168	1.87648	2.13017	1.0318	0	0	1.08442	1.948	0	0.954072	0
12	2406879	2413325	-	Cd209	protein_coding	Cd209	ensembl	0	2.38479	0	2.9684	0	0	0	1.05255	0	0	0	0	0	1.06509	0	0	0	0	0.973999	0	0.954072	0
12	2341960	2347544	-	Cd209a	protein_coding	Cd209a	ensembl	4.98435	2.38479	1.96174	0	4.32094	0	0.909852	3.15766	0.823663	1.12254	6.6826	0	3.75296	2.13017	3.09541	2.90614	3.07815	1.08442	0	0	3.81629	0
12	2382475	2387931	-	Cd209e	protein_coding	Cd209e	ensembl	2.99061	3.97465	3.92348	0	1.08024	2.77641	3.63941	4.21021	4.94198	5.61268	2.86397	3.72067	8.44415	2.13017	1.0318	8.71842	5.13025	0	1.948	2.40753	0	4.43557
1	89314558	89329419	-	Cd22	protein_coding	Cd22	ensembl	45.8561	89.8272	94.1637	73.2205	105.863	99.9507	76.4275	89.4671	97.1922	84.1902	129.833	59.5307	96.6386	92.6626	59.8447	96.8714	115.944	83.4999	60.388	114.358	91.5909	127.523
18	86299463	86394766	+	Cd226	protein_coding	Cd226	ensembl	61.806	116.799	145.671	148.405	144.764	122.297	99.9619	144.69	180.071	163.951	126.448	104.49	101.746	143.923	85.3126	131.069	163.587	201.06	104.217	209.455	111.675	141.938
20	48335540	48340847	+	Cd24	protein_coding	Cd24	ensembl	1309.89	1677.3	1329.08	2016.53	1969.27	1552.01	1405.72	1386.21	1806.29	1990.26	1214.32	1805.46	1676.63	1550.77	1457.94	1297.11	1883.83	2028.94	1790.21	2060.84	2598.89	1646.71
13	89975267	89995975	+	Cd244	protein_coding	Cd244	ensembl	142.552	187.604	246.199	257.261	195.523	222.113	189.249	309.451	239.686	277.266	259.667	162.779	201.721	246.035	280.651	221.835	214.444	272.188	213.306	327.424	204.171	258.372
13	83996080	84071401	+	Cd247	protein_coding	Cd247	ensembl	36.8842	131.958	84.3548	103.894	120.986	85.1431	85.526	85.2568	98.0159	86.4353	68.7352	51.1592	61.9238	77.7513	75.3218	72.6535	94.3966	103.019	67.206	191.398	92.5449	83.167
4	157744882	157750089	-	Cd27	protein_coding	Cd27	ensembl	36.8842	69.9539	66.6992	70.2522	76.6968	53.6772	71.8783	57.8904	59.3037	60.617	86.8738	32.5559	42.2208	45.7988	57.7811	42.6234	58.4849	65.0649	48.7	86.671	66.7851	99.8004
1	247519939	247537944	+	Cd274	protein_coding	Cd274	ensembl	117.631	108.111	132.418	85.0942	114.505	142.522	94.6246	134.727	182.029	106.641	106.922	102.318	121.033	128.876	144.453	95.9027	107.735	55.3052	94.4779	91.4861	132.616	146.374
8	63318019	63350270	-	Cd276	protein_coding	Cd276	ensembl	460.554	437.212	425.698	303.766	467.742	448.853	364.851	541.012	405.242	493.916	368.497	448.341	477.564	429.23	497.33	381.673	457.618	352.435	440.248	402.057	392.124	438.013
9	67546408	67571872	+	Cd28	protein_coding	Cd28	ensembl	5.98122	18.2834	31.3879	18.7999	23.7652	24.0622	16.3773	38.9445	23.0626	22.4507	30.549	15.8129	26.2707	29.8224	18.5725	30.0301	33.8597	29.2792	9.73999	32.5016	32.4385	31.049
9	20765296	20858505	+	Cd2ap	protein_coding	Cd2ap	ensembl	625.038	474.574	595.389	350.271	416.971	691.326	546.821	647.32	527.144	543.308	655.849	680.883	571.388	585.798	570.588	573.479	614.604	402.318	479.208	365.944	505.658	685.296
1	198635447	198638945	-	Cd2bp2	protein_coding	Cd2bp2	ensembl	827.403	843.422	647.375	750.016	845.825	697.804	733.341	675.739	724.823	717.301	684.489	800.875	655.829	693.372	821.317	649.038	661.802	764.513	803.55	710.221	738.452	768.463
10	103438303	103450948	+	Cd300a	protein_coding	Cd300a	ensembl	4.98435	10.3341	8.82784	8.90521	15.1233	9.25469	10.9182	11.5781	11.5313	12.3479	8.59191	8.37151	7.50591	9.58579	10.318	16.4681	7.18235	16.2662	10.714	16.8527	8.58665	16.6334
10	104975877	105051966	+	Cd300c2	protein_coding	Cd300c2	ensembl	11.8785	21.6997	14.1616	39.598	28.7127	26.2759	10.1844	14.1763	17.6599	5.45322	18.6298	13.0344	20.9322	22.72	25.2501	26.458	22.7886	25.0063	22.3745	30.6796	22.8479	54.6745
